row_id,label,n_chars,n_words,n_subwords
ntf-02403,fake,640,136,170
ntf-02404,fake,982,215,260
ntf-02405,fake,736,151,188
ntf-02406,fake,1034,220,279
ntf-02407,fake,1584,333,438
ntf-02408,fake,1094,234,289
ntf-02409,fake,582,126,157
ntf-02410,fake,1270,266,362
ntf-02411,fake,483,105,132
ntf-02412,fake,1025,220,271
ntf-02413,fake,1144,244,312
ntf-02414,fake,1269,275,352
ntf-02415,fake,1459,317,391
ntf-02416,fake,971,206,230
ntf-02417,fake,630,132,156
ntf-02418,fake,751,158,206
ntf-02419,fake,522,115,145
ntf-02420,fake,812,161,190
ntf-02421,fake,1121,221,342
ntf-02422,fake,545,112,139
ntf-02423,fake,1464,309,399
ntf-02424,fake,592,115,164
ntf-02425,fake,1124,243,299
ntf-02426,fake,420,88,112
ntf-02427,fake,540,111,132
ntf-02428,fake,1204,264,310
ntf-02429,fake,998,212,262
ntf-02430,fake,1505,228,491
ntf-02431,fake,1661,325,415
ntf-02432,fake,663,137,171
ntf-02433,fake,750,159,209
ntf-02434,fake,604,124,179
ntf-02435,fake,658,132,166
ntf-02436,fake,581,118,188
ntf-02437,fake,387,83,109
ntf-02438,fake,1056,224,298
ntf-02439,fake,720,159,194
ntf-02440,fake,1167,225,298
ntf-02441,fake,707,137,179
ntf-02442,fake,686,153,195
ntf-02443,fake,635,128,170
ntf-02444,fake,1219,261,350
ntf-02445,fake,530,105,157
ntf-02446,fake,342,67,91
ntf-02447,fake,672,136,199
ntf-02448,fake,974,206,245
ntf-02449,fake,1035,206,250
ntf-02450,fake,686,142,197
ntf-02451,fake,958,187,247
ntf-02452,fake,393,78,102
ntf-02453,fake,659,138,178
ntf-02454,fake,1157,253,292
ntf-02455,fake,1067,223,282
ntf-02456,fake,250,49,81
ntf-02457,fake,599,127,151
ntf-02458,fake,700,144,182
ntf-02459,fake,707,154,201
ntf-02460,fake,958,195,259
ntf-02461,fake,1312,295,342
ntf-02462,fake,943,206,239
ntf-02463,fake,560,123,160
ntf-02464,fake,909,196,250
ntf-02465,fake,628,137,177
ntf-02466,fake,447,100,134
ntf-02467,fake,876,173,231
ntf-02468,fake,1295,264,341
ntf-02469,fake,719,159,198
ntf-02470,fake,943,203,250
ntf-02471,fake,586,126,163
ntf-02472,fake,540,124,150
ntf-02473,fake,839,169,250
ntf-02474,fake,867,169,238
ntf-02475,fake,772,148,220
ntf-02476,fake,889,185,258
ntf-02477,fake,1336,269,349
ntf-02478,fake,541,110,146
ntf-02479,fake,1291,267,359
ntf-02480,fake,365,79,94
ntf-02481,fake,760,157,208
ntf-02482,fake,849,180,228
ntf-02483,fake,760,152,212
ntf-02484,fake,686,148,184
ntf-02485,fake,784,140,224
ntf-02486,fake,746,148,210
ntf-02487,fake,622,134,184
ntf-02488,fake,910,186,263
ntf-02489,fake,673,133,182
ntf-02490,fake,856,167,236
ntf-02491,fake,476,103,135
ntf-02492,fake,504,109,156
ntf-02493,fake,695,145,202
ntf-02494,fake,714,149,192
ntf-02495,fake,793,167,213
ntf-02496,fake,660,132,200
ntf-02497,fake,1117,234,311
ntf-02498,fake,1132,245,296
ntf-02499,fake,793,178,236
ntf-02500,fake,895,193,244
ntf-02501,fake,855,172,254
ntf-02502,fake,609,118,158
ntf-02503,fake,456,92,112
ntf-02504,fake,910,198,243
ntf-02505,fake,1454,314,386
ntf-02506,fake,611,126,178
ntf-02507,fake,590,129,171
ntf-02508,fake,1021,214,289
ntf-02509,fake,476,97,130
ntf-02510,fake,1173,256,299
ntf-02511,fake,1036,215,264
ntf-02512,fake,1514,327,408
ntf-02513,fake,828,170,224
ntf-02514,fake,598,133,175
ntf-02515,fake,739,142,238
ntf-02516,fake,1003,220,265
ntf-02517,fake,956,207,253
ntf-02518,fake,1166,242,317
ntf-02519,fake,554,123,170
ntf-02520,fake,458,99,131
ntf-02521,fake,718,133,202
ntf-02522,fake,590,124,165
ntf-02523,fake,1296,275,345
ntf-02524,fake,649,136,162
ntf-02525,fake,1052,229,286
ntf-02526,fake,661,144,190
ntf-02527,fake,617,129,163
ntf-02528,fake,730,151,188
ntf-02529,fake,991,195,286
ntf-02530,fake,886,193,241
ntf-02531,fake,813,169,228
ntf-02532,fake,1161,240,336
ntf-02533,fake,1031,216,286
ntf-02534,fake,862,192,256
ntf-02535,fake,742,153,201
ntf-02536,fake,1050,227,290
ntf-02537,fake,1036,209,259
ntf-02538,fake,868,172,229
ntf-02539,fake,313,64,92
ntf-02540,fake,1150,230,326
ntf-02541,fake,886,198,245
ntf-02542,fake,480,102,120
ntf-02543,fake,612,122,163
ntf-02544,fake,949,206,251
ntf-02545,fake,787,154,208
ntf-02546,fake,1105,179,343
ntf-02547,fake,1189,241,297
ntf-02548,fake,628,120,147
ntf-02549,fake,1040,212,250
ntf-02550,fake,536,115,151
ntf-02551,fake,582,112,180
ntf-02552,fake,720,154,204
ntf-02553,fake,979,212,266
ntf-02554,fake,1130,250,306
ntf-02555,fake,751,156,226
ntf-02556,fake,1024,220,259
ntf-02557,fake,1190,245,329
ntf-02558,fake,735,153,211
ntf-02559,fake,713,154,218
ntf-02560,fake,346,71,109
ntf-02561,fake,1427,316,392
ntf-02562,fake,1350,288,391
ntf-02563,fake,300,55,91
ntf-02564,fake,1156,271,323
ntf-02565,fake,1383,296,403
ntf-02566,fake,973,205,269
ntf-02567,fake,776,168,211
ntf-02568,fake,428,83,110
ntf-02569,fake,772,146,217
ntf-02570,fake,386,81,106
ntf-02571,fake,1223,264,332
ntf-02572,fake,627,142,166
ntf-02573,fake,530,106,150
ntf-02574,fake,823,180,216
ntf-02575,fake,744,155,195
ntf-02576,fake,2017,424,559
ntf-02577,fake,697,157,195
ntf-02578,fake,1020,218,296
ntf-02579,fake,799,158,218
ntf-02580,fake,1238,263,328
ntf-02581,fake,1217,270,320
ntf-02582,fake,1116,230,311
ntf-02583,fake,1407,297,391
ntf-02584,fake,848,181,225
ntf-02585,fake,476,103,142
ntf-02586,fake,403,90,111
ntf-02587,fake,738,165,191
ntf-02588,fake,969,206,235
ntf-02589,fake,721,137,185
ntf-02590,fake,1218,261,327
ntf-02591,fake,683,138,180
ntf-02592,fake,943,199,273
ntf-02593,fake,425,91,117
ntf-02594,fake,1174,216,359
ntf-02595,fake,545,110,156
ntf-02596,fake,843,169,243
ntf-02597,fake,654,147,191
ntf-02598,fake,853,184,227
ntf-02599,fake,1625,344,435
ntf-02600,fake,476,81,164
ntf-02601,fake,740,156,207
ntf-02602,fake,264,56,75
ntf-02603,fake,559,69,188
ntf-02604,fake,1154,237,329
ntf-02605,fake,1054,213,311
ntf-02606,fake,478,93,121
ntf-02607,fake,518,106,136
ntf-02608,fake,331,71,94
ntf-02609,fake,737,151,185
ntf-02610,fake,1172,245,340
ntf-02611,fake,535,72,190
ntf-02612,fake,678,142,198
ntf-02613,fake,387,78,111
ntf-02614,fake,948,161,299
ntf-02615,fake,530,114,136
ntf-02616,fake,301,63,87
ntf-02617,fake,1069,227,309
ntf-02618,fake,1232,254,353
ntf-02619,fake,397,82,131
ntf-02620,fake,904,182,245
ntf-02621,fake,629,121,152
ntf-02622,fake,679,149,178
ntf-02623,fake,281,58,74
ntf-02624,fake,1600,371,436
ntf-02625,fake,2226,463,631
ntf-02626,fake,482,108,135
ntf-02627,fake,614,78,208
ntf-02628,fake,895,187,246
ntf-02629,fake,889,184,262
ntf-02630,fake,455,59,169
ntf-02631,fake,976,195,242
ntf-02632,fake,570,112,154
ntf-02633,fake,932,212,266
ntf-02634,fake,996,216,282
ntf-02635,fake,809,173,196
ntf-02636,fake,359,80,92
ntf-02637,fake,710,149,184
ntf-02638,fake,805,124,261
ntf-02639,fake,1302,282,350
ntf-02640,fake,1540,316,422
ntf-02641,fake,306,64,90
ntf-02642,fake,892,187,235
ntf-02643,fake,790,159,218
ntf-02644,fake,245,51,70
ntf-02645,fake,699,93,266
ntf-02646,fake,757,149,211
ntf-02647,fake,526,72,178
ntf-02648,fake,654,91,218
ntf-02649,fake,617,97,193
ntf-02650,fake,626,131,168
ntf-02651,fake,426,89,117
ntf-02652,fake,840,172,230
ntf-02653,fake,605,130,172
ntf-02654,fake,841,176,230
ntf-02655,fake,620,130,173
ntf-02656,fake,1053,172,318
ntf-02657,fake,612,89,221
ntf-02658,fake,326,64,99
ntf-02659,fake,339,76,87
ntf-02660,fake,671,142,198
ntf-02661,fake,631,134,154
ntf-02662,fake,381,76,108
ntf-02663,fake,519,99,131
ntf-02664,fake,878,183,243
ntf-02665,fake,691,119,238
ntf-02666,fake,564,85,180
ntf-02667,fake,855,168,243
ntf-02668,fake,308,60,101
ntf-02669,fake,741,164,207
ntf-02670,fake,766,158,211
ntf-02671,fake,1033,219,273
ntf-02672,fake,363,79,98
ntf-02673,fake,458,89,124
ntf-02674,fake,987,194,281
ntf-02675,fake,691,150,185
ntf-02676,fake,1340,297,375
ntf-02677,fake,430,85,116
ntf-02678,fake,911,181,253
ntf-02679,fake,560,115,159
ntf-02680,fake,660,145,176
ntf-02681,fake,787,164,218
ntf-02682,fake,1472,297,364
ntf-02683,fake,593,113,182
ntf-02684,fake,1045,224,270
ntf-02685,fake,1229,264,317
ntf-02686,fake,581,114,163
ntf-02687,fake,498,101,169
ntf-02688,fake,491,104,142
ntf-02689,fake,1242,268,327
ntf-02690,fake,451,64,152
ntf-02691,fake,583,78,212
ntf-02692,fake,694,146,193
ntf-02693,fake,641,126,171
ntf-02694,fake,1174,250,328
ntf-02695,fake,1021,213,280
ntf-02696,fake,782,158,210
ntf-02697,fake,897,203,231
ntf-02698,fake,707,144,173
ntf-02699,fake,579,112,142
ntf-02700,fake,444,91,124
ntf-02701,fake,789,170,210
ntf-02702,fake,452,97,134
ntf-02703,fake,699,155,190
ntf-02704,fake,801,169,224
ntf-02705,fake,240,52,61
ntf-02706,fake,1069,231,266
ntf-02707,fake,538,104,168
ntf-02708,fake,427,87,117
ntf-02709,fake,463,98,128
ntf-02710,fake,626,133,163
ntf-02711,fake,530,116,147
ntf-02712,fake,683,142,188
ntf-02713,fake,557,105,156
ntf-02714,fake,999,199,275
ntf-02715,fake,651,149,180
ntf-02716,fake,605,124,163
ntf-02717,fake,1045,206,298
ntf-02718,fake,1526,312,406
ntf-02719,fake,479,107,148
ntf-02720,fake,664,149,169
ntf-02721,fake,704,157,183
ntf-02722,fake,1215,269,332
ntf-02723,fake,771,160,193
ntf-02724,fake,664,139,195
ntf-02725,fake,512,116,154
ntf-02726,fake,309,69,83
ntf-02727,fake,725,159,207
ntf-02728,fake,979,208,266
ntf-02729,fake,564,102,156
ntf-02730,fake,533,108,144
ntf-02731,fake,879,176,256
ntf-02732,fake,501,111,128
ntf-02733,fake,1352,269,346
ntf-02734,fake,435,95,109
ntf-02735,fake,781,155,226
ntf-02736,fake,408,87,111
ntf-02737,fake,853,173,246
ntf-02738,fake,536,108,136
ntf-02739,fake,1335,269,377
ntf-02740,fake,1263,254,372
ntf-02741,fake,1061,223,310
ntf-02742,fake,1190,239,314
ntf-02743,fake,1013,197,288
ntf-02744,fake,1522,312,427
ntf-02745,fake,1482,314,377
ntf-02746,fake,725,150,192
ntf-02747,fake,821,172,215
ntf-02748,fake,644,132,174
ntf-02749,fake,822,172,209
ntf-02750,fake,829,172,230
ntf-02751,fake,1421,300,397
ntf-02752,fake,765,170,229
ntf-02753,fake,439,98,111
ntf-02754,fake,811,158,193
ntf-02755,fake,763,159,211
ntf-02756,fake,477,95,134
ntf-02757,fake,400,79,101
ntf-02758,fake,636,130,170
ntf-02759,fake,615,81,197
ntf-02760,fake,661,147,181
ntf-02761,fake,1058,202,287
ntf-02762,fake,638,134,182
ntf-02763,fake,746,154,213
ntf-02764,fake,332,59,120
ntf-02765,fake,610,124,188
ntf-02766,fake,287,62,86
ntf-02767,fake,337,68,86
ntf-02768,fake,410,80,116
ntf-02769,fake,613,120,176
ntf-02770,fake,1173,247,284
ntf-02771,fake,552,117,161
ntf-02772,fake,411,56,148
ntf-02773,fake,810,162,222
ntf-02774,fake,658,132,175
ntf-02775,fake,894,200,236
ntf-02776,fake,614,135,186
ntf-02777,fake,939,189,238
ntf-02778,fake,486,102,128
ntf-02779,fake,753,165,209
ntf-02780,fake,610,127,187
ntf-02781,fake,471,100,129
ntf-02782,fake,1070,225,284
ntf-02783,fake,896,194,253
ntf-02784,fake,479,66,158
ntf-02785,fake,793,156,218
ntf-02786,fake,530,109,161
ntf-02787,fake,570,112,142
ntf-02788,fake,801,174,245
ntf-02789,fake,1203,245,310
ntf-02790,fake,783,107,263
ntf-02791,fake,671,133,189
ntf-02792,fake,517,102,143
ntf-02793,fake,903,168,276
ntf-02794,fake,1144,251,379
ntf-02795,fake,749,166,202
ntf-02796,fake,517,96,142
ntf-02797,fake,527,111,160
ntf-02798,fake,677,142,174
ntf-02799,fake,389,76,100
ntf-02800,fake,585,122,164
ntf-02801,fake,244,56,71
ntf-02802,fake,894,169,254
ntf-02803,fake,831,164,211
ntf-02804,fake,406,68,118
ntf-02805,fake,501,96,145
ntf-02806,fake,1710,353,445
ntf-02807,fake,710,130,195
ntf-02808,fake,462,88,145
ntf-02809,fake,662,103,211
ntf-02810,fake,599,108,161
ntf-02811,fake,2211,476,585
ntf-02812,fake,535,100,147
ntf-02813,fake,548,87,188
ntf-02814,fake,1773,301,513
ntf-02815,fake,670,132,207
ntf-02816,fake,550,121,152
ntf-02817,fake,200,43,57
ntf-02818,fake,994,204,274
ntf-02819,fake,1028,216,286
ntf-02820,fake,678,137,173
ntf-02821,fake,664,135,196
ntf-02822,fake,453,91,128
ntf-02823,fake,1068,218,278
ntf-02824,fake,692,151,183
ntf-02825,fake,436,94,128
ntf-02826,fake,837,171,203
ntf-02827,fake,1138,243,327
ntf-02828,fake,1044,211,252
ntf-02829,fake,964,197,250
ntf-02830,fake,513,115,144
ntf-02831,fake,580,95,187
ntf-02832,fake,669,132,185
ntf-02833,fake,380,79,112
ntf-02834,real,207,46,60
ntf-02835,real,349,66,79
ntf-02836,real,1055,207,250
ntf-02837,fake,653,126,163
ntf-02838,fake,347,71,98
ntf-02839,fake,881,197,256
ntf-02840,real,552,112,150
ntf-02841,real,597,129,154
ntf-02842,real,969,195,284
ntf-02843,real,780,165,239
ntf-02844,real,455,93,136
ntf-02845,real,989,200,290
ntf-02846,real,949,209,286
ntf-02847,real,1028,198,305
ntf-02848,real,496,105,154
ntf-02849,real,935,191,284
ntf-02850,real,1088,217,304
ntf-02851,real,878,187,257
ntf-02852,real,905,195,244
ntf-02853,real,727,147,225
ntf-02854,real,736,152,210
ntf-02855,real,640,137,175
ntf-02856,real,368,75,119
ntf-02857,real,1117,256,319
ntf-02858,real,875,185,230
ntf-02859,real,293,62,85
ntf-02860,real,733,159,207
ntf-02861,real,720,153,213
ntf-02862,real,323,68,95
ntf-02863,real,337,71,96
ntf-02864,real,537,112,133
ntf-02865,real,470,99,145
ntf-02866,real,444,96,135
ntf-02867,real,452,87,119
ntf-02868,real,469,99,151
ntf-02869,real,915,198,275
ntf-02870,real,867,175,268
ntf-02871,real,1122,249,298
ntf-02872,real,588,124,176
ntf-02873,real,273,59,78
ntf-02874,real,275,58,79
ntf-02875,real,762,159,238
ntf-02876,real,609,129,171
ntf-02877,real,645,135,169
ntf-02878,real,415,88,133
ntf-02879,real,723,160,198
ntf-02880,real,718,150,182
ntf-02881,real,1012,202,310
ntf-02882,real,1047,220,265
ntf-02883,real,961,213,281
ntf-02884,real,774,160,238
ntf-02885,real,691,140,208
ntf-02886,real,710,138,217
ntf-02887,real,685,147,204
ntf-02888,real,549,116,158
ntf-02889,real,340,72,106
ntf-02890,real,1044,224,306
ntf-02891,real,572,122,171
ntf-02892,real,1507,329,452
ntf-02893,real,857,179,265
ntf-02894,real,1160,224,345
ntf-02895,real,1050,216,297
ntf-02896,real,703,146,231
ntf-02897,real,656,146,177
ntf-02898,real,891,187,254
ntf-02899,real,970,194,312
ntf-02900,real,952,198,265
ntf-02901,real,1620,352,437
ntf-02902,real,1135,242,350
ntf-02903,real,828,175,243
ntf-02904,real,193,40,58
ntf-02905,real,898,187,246
ntf-02906,real,884,180,270
ntf-02907,real,752,158,230
ntf-02908,real,314,69,93
ntf-02909,real,885,184,269
ntf-02910,real,968,201,291
ntf-02911,real,515,106,152
ntf-02912,real,913,188,299
ntf-02913,real,1341,300,411
ntf-02914,real,602,125,171
ntf-02915,real,624,134,184
ntf-02916,real,758,143,199
ntf-02917,real,421,87,145
ntf-02918,real,818,166,253
ntf-02919,real,620,130,183
ntf-02920,real,841,179,257
ntf-02921,real,1137,258,339
ntf-02922,real,1067,228,300
ntf-02923,real,794,165,234
ntf-02924,real,1727,361,549
ntf-02925,real,609,120,199
ntf-02926,real,659,136,195
ntf-02927,real,451,89,115
ntf-02928,real,631,136,180
ntf-02929,real,788,157,200
ntf-02930,real,998,205,292
ntf-02931,real,819,177,263
ntf-02932,real,905,200,284
ntf-02933,real,540,113,160
ntf-02934,real,612,134,180
ntf-02935,real,651,141,187
ntf-02936,real,540,116,160
ntf-02937,real,536,105,159
ntf-02938,real,589,124,158
ntf-02939,real,435,93,132
ntf-02940,real,667,157,185
ntf-02941,real,452,84,126
ntf-02942,real,565,115,152
ntf-02943,real,505,105,153
ntf-02944,real,863,171,283
ntf-02945,real,470,104,128
ntf-02946,real,531,118,141
ntf-02947,real,889,187,274
ntf-02948,real,224,49,68
ntf-02949,real,909,185,264
ntf-02950,real,301,65,91
ntf-02951,real,725,168,213
ntf-02952,real,767,157,215
ntf-02953,real,561,117,158
ntf-02954,real,416,81,125
ntf-02955,real,313,67,87
ntf-02956,real,833,169,229
ntf-02957,real,994,201,269
ntf-02958,real,634,131,187
ntf-02959,real,906,186,246
ntf-02960,real,547,116,150
ntf-02961,real,1262,277,375
ntf-02962,real,954,206,235
ntf-02963,real,723,163,213
ntf-02964,real,798,174,214
ntf-02965,real,794,170,221
ntf-02966,real,842,190,260
ntf-02967,real,805,177,222
ntf-02968,real,649,138,182
ntf-02969,real,976,204,278
ntf-02970,real,834,176,247
ntf-02971,real,737,151,222
ntf-02972,real,795,163,231
ntf-02973,real,1027,221,266
ntf-02974,real,702,154,193
ntf-02975,real,997,209,269
ntf-02976,real,804,167,264
ntf-02977,real,997,217,295
ntf-02978,real,284,60,67
ntf-02979,real,526,113,163
ntf-02980,real,920,188,287
ntf-02981,real,792,167,228
ntf-02982,real,581,120,161
ntf-02983,real,749,164,223
ntf-02984,real,507,112,150
ntf-02985,real,601,120,179
ntf-02986,real,799,169,212
ntf-02987,real,909,208,262
ntf-02988,real,683,140,198
ntf-02989,real,989,199,326
ntf-02990,real,753,156,191
ntf-02991,real,829,171,226
ntf-02992,real,980,201,260
ntf-02993,real,926,189,282
ntf-02994,real,455,96,117
ntf-02995,real,1132,243,318
ntf-02996,real,746,149,203
ntf-02997,real,649,132,178
ntf-02998,real,659,134,173
ntf-02999,real,717,150,238
ntf-03000,real,764,173,253
ntf-03001,real,688,138,223
ntf-03002,real,602,133,192
ntf-03003,real,590,122,174
ntf-03004,real,502,107,142
ntf-03005,real,714,137,237
ntf-03006,real,931,208,281
ntf-03007,real,752,160,229
ntf-03008,real,871,171,279
ntf-03009,real,518,103,175
ntf-03010,real,470,105,150
ntf-03011,real,427,84,139
ntf-03012,real,834,171,259
ntf-03013,real,1141,248,357
ntf-03014,real,616,129,193
ntf-03015,real,674,149,206
ntf-03016,real,801,162,265
ntf-03017,real,952,203,241
ntf-03018,real,842,168,229
ntf-03019,real,554,106,155
ntf-03020,real,825,181,274
ntf-03021,real,411,87,121
ntf-03022,real,839,177,264
ntf-03023,real,668,139,189
ntf-03024,real,770,166,232
ntf-03025,real,675,138,202
ntf-03026,real,437,94,126
ntf-03027,real,778,163,246
ntf-03028,real,874,181,291
ntf-03029,real,960,193,325
ntf-03030,real,840,177,201
ntf-03031,real,970,208,284
ntf-03032,real,367,78,116
ntf-03033,real,658,129,201
ntf-03034,real,909,185,263
ntf-03035,real,508,113,151
ntf-03036,real,1058,216,332
ntf-03037,real,1118,224,343
ntf-03038,real,600,129,165
ntf-03039,real,787,159,230
ntf-03040,real,330,68,104
ntf-03041,real,665,130,219
ntf-03042,real,921,201,248
ntf-03043,real,699,151,187
ntf-03044,real,563,116,157
ntf-03045,real,982,214,266
ntf-03046,real,460,92,152
ntf-03047,real,282,64,87
ntf-03048,real,1124,242,320
ntf-03049,real,810,166,225
ntf-03050,real,239,46,62
ntf-03051,real,916,187,255
ntf-03052,real,373,76,111
ntf-03053,real,923,200,251
ntf-03054,real,524,105,151
ntf-03055,real,941,195,277
ntf-03056,real,633,133,183
ntf-03057,real,531,107,178
ntf-03058,real,512,100,146
ntf-03059,real,517,109,139
ntf-03060,real,862,171,239
ntf-03061,real,961,210,314
ntf-03062,real,670,144,189
ntf-03063,real,730,155,217
ntf-03064,real,391,82,112
ntf-03065,real,368,82,107
ntf-03066,real,1272,273,381
ntf-03067,real,1023,233,318
ntf-03068,real,386,81,113
ntf-03069,real,948,193,252
ntf-03070,real,575,122,159
ntf-03071,real,804,161,212
ntf-03072,real,666,146,218
ntf-03073,real,418,85,115
ntf-03074,real,451,89,136
ntf-03075,real,551,124,142
ntf-03076,real,631,137,179
ntf-03077,real,1058,204,299
ntf-03078,real,740,157,196
ntf-03079,real,666,143,185
ntf-03080,real,492,107,142
ntf-03081,real,826,180,257
ntf-03082,real,868,185,276
ntf-03083,real,840,182,242
ntf-03084,real,1110,213,299
ntf-03085,real,541,116,145
ntf-03086,real,1017,207,294
ntf-03087,real,1018,208,293
ntf-03088,real,593,124,166
ntf-03089,real,336,73,109
ntf-03090,real,529,109,152
ntf-03091,real,491,100,141
ntf-03092,real,1065,222,338
ntf-03093,real,743,161,213
ntf-03094,real,472,94,125
ntf-03095,real,1005,201,275
ntf-03096,real,605,120,171
ntf-03097,real,502,98,143
ntf-03098,real,1084,227,341
ntf-03099,real,1293,247,408
ntf-03100,real,393,81,115
ntf-03101,real,986,207,309
ntf-03102,real,1349,300,380
ntf-03103,real,386,81,123
ntf-03104,real,813,168,189
ntf-03105,real,1074,222,289
ntf-03106,real,724,151,203
ntf-03107,real,1134,233,313
ntf-03108,real,1020,228,289
ntf-03109,real,740,156,201
ntf-03110,real,537,113,140
ntf-03111,real,613,132,165
ntf-03112,real,402,84,106
ntf-03113,real,416,85,118
ntf-03114,real,433,83,112
ntf-03115,real,692,162,224
ntf-03116,real,985,210,246
ntf-03117,real,837,186,248
ntf-03118,real,922,212,274
ntf-03119,real,557,128,173
ntf-03120,real,658,135,180
ntf-03121,real,538,115,145
ntf-03122,real,564,129,152
ntf-03123,real,895,186,253
ntf-03124,real,920,178,285
ntf-03125,real,488,110,128
ntf-03126,real,550,118,154
ntf-03127,real,482,112,140
ntf-03128,real,446,103,115
ntf-03129,real,360,80,106
ntf-03130,real,657,143,215
ntf-03131,real,796,172,232
ntf-03132,real,638,136,178
ntf-03133,real,619,137,180
ntf-03134,real,736,169,219
ntf-03135,real,597,130,178
ntf-03136,real,440,93,122
ntf-03137,real,813,183,236
ntf-03138,real,453,94,123
ntf-03139,real,832,172,253
ntf-03140,real,616,127,153
ntf-03141,real,667,154,181
ntf-03142,real,720,151,222
ntf-03143,real,595,126,164
ntf-03144,real,946,201,242
ntf-03145,real,975,216,302
ntf-03146,real,1513,302,459
ntf-03147,real,759,166,242
ntf-03148,real,782,176,244
ntf-03149,real,969,212,292
ntf-03150,real,604,135,193
ntf-03151,real,672,142,191
ntf-03152,real,536,105,163
ntf-03153,real,836,179,217
ntf-03154,real,600,132,166
ntf-03155,real,474,101,135
ntf-03156,real,461,97,129
ntf-03157,real,288,63,86
ntf-03158,real,441,94,127
ntf-03159,real,759,157,221
ntf-03160,real,537,117,157
ntf-03161,real,699,145,199
ntf-03162,real,699,152,193
ntf-03163,real,643,138,176
ntf-03164,real,688,137,216
ntf-03165,real,685,145,190
ntf-03166,real,1047,221,339
ntf-03167,real,1133,243,363
ntf-03168,real,999,230,285
ntf-03169,real,890,192,233
ntf-03170,real,871,194,269
ntf-03171,real,878,184,236
ntf-03172,real,1108,237,287
ntf-03173,real,489,104,127
ntf-03174,real,686,144,200
ntf-03175,real,852,176,224
ntf-03176,real,591,128,169
ntf-03177,real,793,177,243
ntf-03178,real,724,145,200
ntf-03179,real,781,170,215
ntf-03180,real,433,93,131
ntf-03181,real,783,163,255
ntf-03182,real,533,106,131
ntf-03183,real,665,140,178
ntf-03184,real,618,130,181
ntf-03185,real,477,100,132
ntf-03186,real,905,193,253
ntf-03187,real,777,155,206
ntf-03188,real,657,126,189
ntf-03189,real,685,138,165
ntf-03190,real,813,166,241
ntf-03191,real,685,144,201
ntf-03192,real,724,164,217
ntf-03193,real,841,178,243
ntf-03194,real,1086,235,305
ntf-03195,real,870,172,231
ntf-03196,real,884,177,290
ntf-03197,real,905,187,236
ntf-03198,real,645,137,183
ntf-03199,real,1072,230,291
ntf-03200,real,713,151,188
ntf-03201,real,502,103,131
ntf-03202,real,403,87,130
ntf-03203,real,1026,211,284
ntf-03204,real,929,187,249
ntf-03205,real,1133,238,296
ntf-03206,real,906,195,277
ntf-03207,real,1018,193,264
ntf-03208,real,724,144,180
ntf-03209,real,397,89,116
ntf-03210,real,944,209,239
ntf-03211,real,568,119,151
ntf-03212,real,833,174,252
ntf-03213,real,1031,209,260
ntf-03214,real,1151,255,298
ntf-03215,real,1220,233,362
ntf-03216,real,695,140,180
ntf-03217,real,1200,231,334
ntf-03218,real,814,166,214
ntf-03219,real,888,187,260
ntf-03220,real,675,157,188
ntf-03221,real,632,137,186
ntf-03222,real,911,198,255
ntf-03223,real,759,160,233
ntf-03224,real,438,100,126
ntf-03225,real,554,125,153
ntf-03226,real,729,157,188
ntf-03227,real,798,173,216
ntf-03228,real,800,164,185
ntf-03229,real,968,199,268
ntf-03230,real,960,205,294
ntf-03231,real,735,146,217
ntf-03232,real,786,171,214
ntf-03233,real,938,202,274
ntf-03234,real,895,191,261
ntf-03235,real,706,150,193
ntf-03236,real,813,171,264
ntf-03237,real,1000,219,291
ntf-03238,real,883,201,254
ntf-03239,real,1043,216,273
ntf-03240,real,503,115,134
ntf-03241,real,931,200,245
ntf-03242,real,500,106,146
ntf-03243,real,934,224,254
ntf-03244,real,1016,218,282
ntf-03245,real,959,220,246
ntf-03246,real,639,122,204
ntf-03247,real,277,57,78
ntf-03248,real,944,197,280
ntf-03249,real,692,138,188
ntf-03250,real,1027,215,287
ntf-03251,real,810,180,212
ntf-03252,real,1348,294,365
ntf-03253,real,769,162,200
ntf-03254,real,1125,226,327
ntf-03255,real,846,178,239
ntf-03256,real,1040,195,313
ntf-03257,real,842,175,213
ntf-03258,real,509,103,145
ntf-03259,real,1041,208,303
ntf-03260,real,750,146,208
ntf-03261,real,462,102,129
ntf-03262,real,709,156,208
ntf-03263,real,1078,213,311
ntf-03264,real,1566,327,412
ntf-03265,real,995,209,263
ntf-03266,real,839,184,236
ntf-03267,real,845,187,224
ntf-03268,real,921,201,225
ntf-03269,real,1164,245,303
ntf-03270,real,905,201,277
ntf-03271,real,1352,274,359
ntf-03272,real,412,87,112
ntf-03273,real,883,174,235
ntf-03274,real,948,196,260
ntf-03275,real,869,186,235
ntf-03276,real,601,122,166
ntf-03277,real,1010,226,283
ntf-03278,real,911,196,238
ntf-03279,real,1376,270,384
ntf-03280,real,1333,305,366
ntf-03281,real,980,204,257
ntf-03282,real,1033,194,310
ntf-03283,real,609,129,162
ntf-03284,real,973,194,234
ntf-03285,real,803,157,259
ntf-03286,real,1274,264,343
ntf-03287,real,1333,286,348
ntf-03288,real,510,111,156
ntf-03289,real,633,136,171
ntf-03290,real,1196,244,339
ntf-03291,real,431,93,124
ntf-03292,real,815,170,221
ntf-03293,real,665,140,176
