row_id,label,n_chars,n_words,n_subwords
axg-01904,fake,920,208,252
axg-01905,fake,682,151,192
axg-01906,fake,969,210,258
axg-01907,fake,2108,442,521
axg-01908,fake,1704,344,496
axg-01909,fake,2134,458,526
axg-01910,fake,774,162,200
axg-01911,fake,1520,319,380
axg-01912,fake,907,178,229
axg-01913,fake,562,124,157
axg-01914,fake,1111,241,310
axg-01915,fake,750,171,216
axg-01916,fake,619,144,172
axg-01917,fake,2625,606,680
axg-01918,fake,753,164,211
axg-01919,fake,876,199,249
axg-01920,fake,1026,232,294
axg-01921,fake,797,174,224
axg-01922,fake,884,192,252
axg-01923,fake,3130,706,837
axg-01924,fake,605,139,167
axg-01925,fake,918,197,252
axg-01926,fake,725,161,190
axg-01927,fake,773,173,223
axg-01928,fake,1570,344,434
axg-01929,fake,1322,278,353
axg-01930,fake,2467,556,662
axg-01931,fake,1709,385,451
axg-01932,fake,905,186,222
axg-01933,fake,1871,405,500
axg-01934,fake,2593,586,737
axg-01935,fake,1177,261,320
axg-01936,fake,939,208,275
axg-01937,fake,1072,244,289
axg-01938,fake,1124,252,293
axg-01939,fake,1716,373,457
axg-01940,fake,4027,910,1076
axg-01941,fake,2260,495,634
axg-01942,fake,1558,350,451
axg-01943,fake,1480,317,412
axg-01944,fake,209,44,51
axg-01945,fake,647,136,161
axg-01946,fake,173,39,46
axg-01947,fake,794,173,218
axg-01948,fake,173,36,44
axg-01949,fake,635,142,180
axg-01950,fake,612,125,158
axg-01951,fake,585,126,173
axg-01952,fake,724,149,199
axg-01953,fake,823,174,209
axg-01954,fake,549,116,137
axg-01955,fake,77,17,24
axg-01956,fake,61,12,19
axg-01957,fake,97,21,26
axg-01958,fake,667,145,185
axg-01959,fake,439,101,136
axg-01960,fake,282,61,67
axg-01961,fake,394,92,110
axg-01962,fake,714,151,185
axg-01963,fake,792,165,194
axg-01964,fake,225,50,55
axg-01965,fake,560,121,145
axg-01966,fake,857,183,264
axg-01967,fake,279,63,76
axg-01968,fake,680,148,175
axg-01969,fake,971,200,272
axg-01970,fake,666,138,181
axg-01971,fake,499,114,139
axg-01972,fake,390,83,99
axg-01973,fake,523,112,134
axg-01974,fake,685,147,178
axg-01975,fake,399,88,99
axg-01976,fake,319,66,74
axg-01977,fake,733,155,193
axg-01978,fake,504,111,131
axg-01979,fake,743,162,207
axg-01980,fake,71,16,24
axg-01981,fake,118,27,31
axg-01982,fake,68,14,22
axg-01983,fake,676,140,187
axg-01984,fake,553,118,151
axg-01985,fake,728,158,191
axg-01986,fake,327,73,92
axg-01987,fake,324,70,88
axg-01988,fake,327,78,85
axg-01989,fake,617,132,159
axg-01990,fake,786,170,209
axg-01991,fake,575,121,151
axg-01992,fake,243,53,61
axg-01993,fake,448,102,119
axg-01994,fake,788,168,193
axg-01995,fake,244,53,59
axg-01996,fake,939,202,266
axg-01997,fake,202,44,52
axg-01998,fake,348,81,92
axg-01999,fake,333,73,100
axg-02000,fake,727,158,191
axg-02001,fake,703,152,189
axg-02002,fake,268,57,60
axg-02003,fake,252,56,69
axg-02004,fake,727,152,191
axg-02005,fake,360,81,96
axg-02006,fake,909,198,250
axg-02007,fake,520,125,145
axg-02008,fake,395,87,101
axg-02009,fake,242,53,62
axg-02010,fake,664,144,180
axg-02011,fake,659,139,161
axg-02012,fake,413,94,117
axg-02013,fake,192,42,64
axg-02014,fake,268,57,78
axg-02015,fake,225,50,65
axg-02016,fake,218,50,56
axg-02017,fake,231,54,68
axg-02018,fake,256,59,72
axg-02019,fake,327,74,88
axg-02020,fake,244,53,68
axg-02021,fake,218,43,64
axg-02022,fake,775,164,208
axg-02023,fake,487,104,135
axg-02024,fake,670,143,180
axg-02025,fake,439,97,117
axg-02026,fake,843,177,209
axg-02027,fake,631,138,176
axg-02028,fake,844,187,226
axg-02029,fake,652,137,173
axg-02030,fake,558,116,141
axg-02031,fake,346,73,86
axg-02032,fake,803,174,216
axg-02033,fake,247,57,72
axg-02034,fake,403,93,118
axg-02035,fake,523,126,142
axg-02036,fake,809,183,223
axg-02037,fake,636,132,179
axg-02038,fake,573,117,157
axg-02039,fake,604,135,163
axg-02040,fake,619,139,172
axg-02041,fake,761,159,205
axg-02042,fake,594,126,153
axg-02043,fake,289,69,75
axg-02044,fake,760,167,205
axg-02045,fake,512,110,145
axg-02046,fake,812,172,204
axg-02047,fake,699,150,192
axg-02048,fake,418,96,110
axg-02049,fake,687,148,196
axg-02050,fake,693,153,189
axg-02051,fake,694,158,192
axg-02052,fake,735,154,188
axg-02053,fake,647,139,173
axg-02054,fake,822,180,218
axg-02055,fake,623,144,161
axg-02056,fake,665,148,182
axg-02057,fake,738,177,203
axg-02058,fake,575,133,172
axg-02059,fake,628,140,175
axg-02060,fake,740,175,201
axg-02061,fake,812,170,228
axg-02062,fake,883,190,218
axg-02063,fake,504,109,148
axg-02064,fake,468,103,127
axg-02065,fake,449,94,126
axg-02066,fake,635,147,173
axg-02067,fake,746,173,210
axg-02068,fake,603,131,157
axg-02069,fake,610,138,164
axg-02070,fake,801,187,226
axg-02071,fake,610,137,171
axg-02072,fake,432,102,131
axg-02073,fake,826,174,224
axg-02074,fake,517,120,132
axg-02075,fake,430,97,114
axg-02076,fake,487,111,139
axg-02077,fake,643,146,178
axg-02078,fake,755,165,225
axg-02079,fake,724,157,204
axg-02080,fake,205,44,66
axg-02081,fake,398,91,109
axg-02082,fake,178,40,51
axg-02083,fake,387,86,102
axg-02084,fake,422,97,124
axg-02085,fake,418,99,123
axg-02086,fake,473,108,152
axg-02087,fake,222,54,73
axg-02088,fake,219,46,65
axg-02089,fake,642,147,177
axg-02090,fake,267,61,83
axg-02091,fake,374,85,111
axg-02092,fake,277,60,80
axg-02093,fake,489,106,142
axg-02094,fake,288,64,89
axg-02095,fake,230,54,65
axg-02096,fake,368,83,102
axg-02097,fake,423,93,121
axg-02098,fake,481,106,122
axg-02099,fake,439,110,144
axg-02100,fake,420,96,108
axg-02101,fake,210,45,64
axg-02102,fake,226,53,69
axg-02103,fake,206,43,54
axg-02104,fake,286,62,87
axg-02105,fake,553,128,156
axg-02106,fake,485,106,156
axg-02107,fake,445,98,118
axg-02108,fake,517,111,176
axg-02109,fake,461,113,141
axg-02110,fake,426,96,140
axg-02111,fake,487,103,143
axg-02112,fake,479,107,127
axg-02113,fake,452,104,132
axg-02114,fake,413,89,116
axg-02115,fake,473,100,130
axg-02116,fake,180,39,50
axg-02117,fake,381,86,97
axg-02118,fake,328,72,85
axg-02119,fake,508,106,148
axg-02120,fake,226,47,58
axg-02121,fake,209,45,64
axg-02122,fake,500,114,149
axg-02123,fake,171,40,50
axg-02124,fake,385,83,105
axg-02125,fake,237,54,64
axg-02126,fake,487,112,145
axg-02127,fake,414,87,123
axg-02128,fake,446,103,121
axg-02129,fake,653,137,174
axg-02130,fake,272,59,85
axg-02131,fake,436,98,133
axg-02132,fake,358,80,112
axg-02133,fake,175,42,62
axg-02134,fake,329,77,93
axg-02135,fake,204,47,60
axg-02136,fake,340,73,86
axg-02137,fake,348,80,104
axg-02138,fake,358,84,105
axg-02139,fake,512,115,144
axg-02140,fake,333,79,100
axg-02141,fake,548,115,162
axg-02142,fake,557,123,159
axg-02143,fake,463,99,139
axg-02144,fake,412,90,130
axg-02145,fake,508,107,165
axg-02146,fake,331,76,107
axg-02147,fake,342,79,92
axg-02148,fake,331,79,98
axg-02149,fake,260,58,72
axg-02150,fake,421,96,109
axg-02151,fake,494,108,137
axg-02152,fake,408,92,116
axg-02153,fake,228,52,64
axg-02154,fake,505,111,144
axg-02155,fake,215,46,64
axg-02156,fake,441,98,129
axg-02157,fake,420,92,128
axg-02158,fake,284,65,98
axg-02159,fake,385,85,100
axg-02160,fake,337,74,98
axg-02161,fake,370,86,104
axg-02162,fake,244,54,73
axg-02163,fake,412,89,112
axg-02164,fake,493,106,143
axg-02165,fake,185,39,55
axg-02166,fake,265,57,77
axg-02167,fake,336,71,99
axg-02168,fake,174,39,45
axg-02169,fake,257,60,76
axg-02170,fake,165,39,50
axg-02171,fake,238,55,65
axg-02172,fake,323,73,93
axg-02173,fake,210,46,57
axg-02174,fake,175,34,53
axg-02175,fake,262,62,75
axg-02176,fake,210,47,56
axg-02177,fake,319,72,91
axg-02178,fake,251,56,76
axg-02179,fake,296,59,78
axg-02180,fake,437,89,110
axg-02181,fake,200,44,52
axg-02182,fake,212,45,51
axg-02183,fake,200,42,64
axg-02184,fake,168,36,42
axg-02185,fake,169,36,49
axg-02186,fake,275,56,71
axg-02187,fake,458,95,115
axg-02188,fake,629,126,174
axg-02189,fake,149,35,45
axg-02190,fake,216,48,58
axg-02191,fake,116,27,38
axg-02192,fake,214,47,57
axg-02193,fake,373,77,103
axg-02194,fake,288,67,80
axg-02195,fake,395,92,105
axg-02196,fake,265,69,75
axg-02197,fake,458,111,128
axg-02198,fake,177,41,47
axg-02199,fake,247,54,71
axg-02200,fake,262,57,72
axg-02201,fake,2597,545,809
axg-02202,fake,177,40,50
axg-02203,fake,316,69,75
axg-02204,fake,430,95,121
axg-02205,fake,353,76,96
axg-02206,fake,567,132,174
axg-02207,fake,281,58,76
axg-02208,fake,229,50,59
axg-02209,fake,262,57,75
axg-02210,fake,212,43,60
axg-02211,fake,263,54,70
axg-02212,fake,271,62,77
axg-02213,fake,359,78,99
axg-02214,fake,484,100,125
axg-02215,fake,262,56,70
axg-02216,fake,214,44,55
axg-02217,fake,299,66,83
axg-02218,fake,413,93,119
axg-02219,fake,230,52,65
axg-02220,fake,423,97,124
axg-02221,fake,447,101,132
axg-02222,fake,358,85,106
axg-02223,fake,399,87,111
axg-02224,fake,442,97,118
axg-02225,fake,213,45,67
axg-02226,fake,211,49,53
axg-02227,fake,179,39,49
axg-02228,fake,206,49,70
axg-02229,fake,194,44,62
axg-02230,fake,186,42,62
axg-02231,fake,204,46,63
axg-02232,fake,284,62,79
axg-02233,fake,221,47,71
axg-02234,fake,282,63,80
axg-02235,fake,220,47,61
axg-02236,fake,594,134,164
axg-02237,fake,179,41,47
axg-02238,fake,264,56,79
axg-02239,fake,183,38,54
axg-02240,fake,283,58,70
axg-02241,fake,276,61,80
axg-02242,fake,305,62,81
axg-02243,fake,309,67,81
axg-02244,fake,191,46,51
axg-02245,fake,215,53,69
axg-02246,fake,306,66,73
axg-02247,fake,327,70,100
axg-02248,fake,397,92,112
axg-02249,fake,293,62,73
axg-02250,fake,386,87,108
axg-02251,fake,349,77,101
axg-02252,fake,389,89,116
axg-02253,fake,406,90,119
axg-02254,fake,245,54,68
axg-02255,fake,303,64,89
axg-02256,fake,403,96,108
axg-02257,fake,300,64,86
axg-02258,fake,332,72,93
axg-02259,fake,446,98,130
axg-02260,fake,423,97,108
axg-02261,fake,303,69,83
axg-02262,fake,524,114,143
axg-02263,fake,425,90,115
axg-02264,fake,419,98,120
axg-02265,fake,561,128,160
axg-02266,fake,304,72,81
axg-02267,fake,266,53,66
axg-02268,fake,800,181,223
axg-02269,fake,229,53,65
axg-02270,fake,317,67,91
axg-02271,fake,407,94,107
axg-02272,fake,357,82,101
axg-02273,fake,390,90,115
axg-02274,fake,370,82,101
axg-02275,fake,396,89,116
axg-02276,fake,274,64,78
axg-02277,fake,391,87,106
axg-02278,fake,323,71,92
axg-02279,fake,529,114,141
axg-02280,fake,396,86,106
axg-02281,fake,494,105,138
axg-02282,fake,451,103,127
axg-02283,fake,427,97,116
axg-02284,fake,409,94,105
axg-02285,fake,336,74,92
axg-02286,fake,443,100,110
axg-02287,fake,370,83,101
axg-02288,fake,196,45,52
axg-02289,fake,334,74,90
axg-02290,fake,394,89,108
axg-02291,fake,414,91,116
axg-02292,fake,336,72,85
axg-02293,fake,343,77,93
axg-02294,fake,365,84,103
axg-02295,fake,424,97,114
axg-02296,fake,308,72,81
axg-02297,fake,246,55,64
axg-02298,fake,155,38,41
axg-02299,fake,200,45,59
axg-02300,fake,250,56,62
axg-02301,fake,160,37,45
axg-02302,fake,153,34,44
axg-02303,fake,265,59,71
axg-02304,fake,161,37,45
axg-02305,fake,175,43,49
axg-02306,fake,219,46,62
axg-02307,fake,250,58,62
axg-02308,fake,209,47,56
axg-02309,fake,164,38,47
axg-02310,fake,153,37,51
axg-02311,fake,244,51,57
axg-02312,fake,189,42,50
axg-02313,fake,206,48,59
axg-02314,fake,163,37,43
axg-02315,fake,235,53,63
axg-02316,fake,222,51,61
axg-02317,fake,203,48,62
axg-02318,fake,138,30,35
axg-02319,fake,127,29,38
axg-02320,fake,78,15,24
axg-02321,fake,196,40,61
axg-02322,fake,148,31,47
axg-02323,fake,132,27,42
axg-02324,fake,124,28,36
axg-02325,fake,208,46,49
axg-02326,fake,192,46,57
axg-02327,fake,192,43,57
axg-02328,fake,290,66,86
axg-02329,fake,276,59,75
axg-02330,fake,151,33,44
axg-02331,fake,178,39,50
axg-02332,fake,113,27,35
axg-02333,fake,257,60,82
axg-02334,fake,111,25,33
axg-02335,fake,180,40,59
axg-02336,fake,194,40,50
axg-02337,fake,645,140,179
axg-02338,fake,679,148,175
axg-02339,fake,666,133,169
axg-02340,fake,758,155,200
axg-02341,fake,486,101,129
axg-02342,fake,621,128,166
axg-02343,fake,52,10,20
axg-02344,fake,95,20,32
axg-02345,fake,117,24,37
axg-02346,fake,113,24,35
axg-02347,fake,175,39,47
axg-02348,fake,123,28,34
axg-02349,fake,101,21,30
axg-02350,fake,112,26,33
axg-02351,fake,76,16,19
axg-02352,fake,111,24,29
axg-02353,fake,103,21,32
axg-02354,fake,111,25,36
axg-02355,fake,87,20,25
axg-02356,fake,58,11,20
axg-02357,fake,88,20,23
axg-02358,fake,63,14,20
axg-02359,fake,137,28,44
axg-02360,fake,201,43,60
axg-02361,fake,209,45,64
axg-02362,fake,121,26,38
axg-02363,fake,77,15,24
axg-02364,fake,88,19,25
axg-02365,fake,62,13,18
axg-02366,fake,138,31,37
axg-02367,fake,107,21,31
axg-02368,fake,127,27,39
axg-02369,fake,144,28,45
axg-02370,fake,130,28,40
axg-02371,fake,203,41,67
axg-02372,fake,248,49,66
axg-02373,fake,151,36,47
axg-02374,fake,281,57,80
axg-02375,fake,180,44,53
axg-02376,fake,337,74,89
axg-02377,fake,204,43,58
axg-02378,fake,150,33,42
axg-02379,fake,166,33,40
axg-02380,fake,191,42,54
axg-02381,fake,168,38,55
axg-02382,fake,205,41,56
axg-02383,fake,502,108,154
axg-02384,fake,463,102,120
axg-02385,fake,734,161,185
axg-02386,fake,777,155,203
axg-02387,fake,1813,384,436
axg-02388,fake,713,148,173
axg-02389,fake,493,107,141
axg-02390,fake,964,188,286
axg-02391,fake,674,138,196
axg-02392,fake,1597,363,428
axg-02393,fake,1227,265,312
axg-02394,fake,510,109,144
axg-02395,fake,794,169,217
axg-02396,fake,459,91,135
axg-02397,fake,1319,295,347
axg-02398,fake,1560,347,439
axg-02399,fake,305,57,111
axg-02400,fake,1317,275,375
axg-02401,fake,1833,423,562
axg-02402,fake,1336,305,385
axg-02403,fake,965,213,267
axg-02404,fake,641,141,166
axg-02405,fake,1512,322,417
axg-02406,fake,1602,356,446
axg-02407,fake,1754,388,501
axg-02408,fake,1841,397,533
axg-02409,fake,469,98,149
axg-02410,fake,869,180,232
axg-02411,fake,2054,415,611
axg-02412,fake,1435,315,374
axg-02413,fake,1206,252,324
axg-02414,fake,1940,430,566
axg-02415,fake,2069,432,604
axg-02416,fake,531,107,158
axg-02417,fake,911,194,269
axg-02418,fake,992,208,274
axg-02419,fake,1264,281,381
axg-02420,fake,1171,260,350
axg-02421,fake,1538,333,449
axg-02422,fake,879,183,230
axg-02423,fake,946,199,277
axg-02424,fake,671,154,203
axg-02425,fake,824,167,290
axg-02426,fake,1109,237,313
axg-02427,fake,808,168,222
axg-02428,fake,562,117,168
axg-02429,fake,328,63,102
axg-02430,fake,759,162,205
axg-02431,fake,1352,271,373
axg-02432,fake,782,164,220
axg-02433,fake,1155,244,342
axg-02434,fake,1210,258,354
axg-02435,fake,1288,272,348
axg-02436,fake,1198,268,357
axg-02437,fake,362,81,95
axg-02438,fake,462,98,140
axg-02439,fake,553,120,155
axg-02440,fake,1169,262,328
axg-02441,fake,967,200,257
axg-02442,fake,927,207,250
axg-02443,fake,711,141,202
axg-02444,fake,1630,345,454
axg-02445,fake,1053,225,290
axg-02446,fake,1075,240,274
axg-02447,fake,1512,339,405
axg-02448,fake,1935,425,550
axg-02449,fake,1509,324,406
axg-02450,fake,988,203,266
axg-02451,fake,1830,408,500
axg-02452,fake,988,201,290
axg-02453,fake,639,136,197
axg-02454,fake,569,128,152
axg-02455,fake,798,177,229
axg-02456,fake,1542,326,426
axg-02457,fake,377,86,106
axg-02458,fake,791,173,224
axg-02459,fake,721,147,218
axg-02460,fake,720,163,219
axg-02461,fake,1624,359,494
axg-02462,fake,821,168,225
axg-02463,fake,831,175,225
axg-02464,fake,1011,217,277
axg-02465,fake,1383,306,359
axg-02466,fake,2055,422,593
axg-02467,fake,580,127,178
axg-02468,fake,1066,241,286
axg-02469,fake,427,91,113
axg-02470,fake,75,15,20
axg-02471,fake,98,22,29
axg-02472,fake,68,13,23
axg-02473,fake,128,27,37
axg-02474,fake,104,18,35
axg-02475,fake,120,25,43
axg-02476,fake,117,27,34
axg-02477,fake,84,17,26
axg-02478,fake,120,26,30
axg-02479,fake,81,15,24
axg-02480,fake,117,23,35
axg-02481,fake,150,31,53
axg-02482,fake,81,17,22
axg-02483,fake,91,20,31
axg-02484,fake,93,19,29
axg-02485,fake,97,19,28
axg-02486,fake,90,20,32
axg-02487,fake,86,17,22
axg-02488,fake,85,21,25
axg-02489,fake,95,22,26
axg-02490,fake,123,29,37
axg-02491,fake,75,16,21
axg-02492,fake,96,22,28
axg-02493,fake,78,17,29
axg-02494,fake,102,21,26
axg-02495,fake,77,17,20
axg-02496,fake,92,22,28
axg-02497,fake,134,29,38
axg-02498,fake,86,16,23
axg-02499,fake,76,15,23
axg-02500,fake,85,17,22
axg-02501,fake,74,17,22
axg-02502,fake,81,19,23
axg-02503,fake,162,33,45
axg-02504,fake,86,17,26
axg-02505,fake,63,13,22
axg-02506,fake,104,22,25
axg-02507,fake,70,14,18
axg-02508,fake,71,14,18
axg-02509,fake,76,15,23
axg-02510,fake,107,23,31
axg-02511,fake,79,15,22
axg-02512,fake,92,20,25
axg-02513,fake,103,23,31
axg-02514,fake,146,31,45
axg-02515,fake,95,17,29
axg-02516,fake,98,20,32
axg-02517,fake,112,22,38
axg-02518,fake,102,21,31
axg-02519,fake,75,16,24
axg-02520,fake,72,15,19
axg-02521,fake,138,29,43
axg-02522,fake,74,16,25
axg-02523,fake,76,14,19
axg-02524,fake,52,11,17
axg-02525,fake,79,17,26
axg-02526,fake,79,15,23
axg-02527,fake,112,20,35
axg-02528,fake,99,21,31
axg-02529,fake,99,23,36
axg-02530,fake,137,28,37
axg-02531,fake,88,17,26
axg-02532,fake,148,29,42
axg-02533,fake,121,27,37
axg-02534,fake,153,28,49
axg-02535,fake,104,20,30
axg-02536,fake,122,27,39
axg-02537,fake,106,23,34
axg-02538,fake,85,17,26
axg-02539,fake,82,18,28
axg-02540,fake,95,19,24
axg-02541,fake,84,18,22
axg-02542,fake,79,18,26
axg-02543,fake,98,19,29
axg-02544,fake,121,27,40
axg-02545,fake,88,19,21
axg-02546,fake,118,27,37
axg-02547,fake,89,19,28
axg-02548,fake,85,19,25
axg-02549,fake,85,18,23
axg-02550,fake,85,18,23
axg-02551,fake,76,15,18
axg-02552,fake,114,26,32
axg-02553,fake,88,21,29
axg-02554,fake,135,29,40
axg-02555,fake,100,21,28
axg-02556,fake,99,21,29
axg-02557,fake,105,23,30
axg-02558,fake,93,21,36
axg-02559,fake,85,19,25
axg-02560,fake,70,14,20
axg-02561,fake,65,14,19
axg-02562,fake,115,23,34
axg-02563,fake,94,21,24
axg-02564,fake,80,17,23
axg-02565,fake,73,16,25
axg-02566,fake,75,15,20
axg-02567,fake,93,20,25
axg-02568,fake,177,37,50
axg-02569,fake,94,20,27
axg-02570,fake,167,36,47
axg-02571,fake,134,29,38
axg-02572,fake,121,25,37
axg-02573,fake,154,35,46
axg-02574,fake,87,19,28
axg-02575,fake,126,29,35
axg-02576,fake,163,35,47
axg-02577,fake,67,15,19
axg-02578,fake,82,16,26
axg-02579,fake,92,17,35
axg-02580,fake,73,14,20
axg-02581,fake,80,18,27
axg-02582,fake,83,16,33
axg-02583,fake,106,23,32
axg-02584,fake,101,22,31
axg-02585,fake,108,23,34
axg-02586,fake,88,18,28
axg-02587,fake,170,36,49
axg-02588,fake,160,34,38
axg-02589,fake,121,29,36
axg-02590,fake,101,23,33
axg-02591,fake,100,23,34
axg-02592,fake,66,14,19
axg-02593,fake,136,31,38
axg-02594,fake,142,32,42
axg-02595,fake,88,21,25
axg-02596,fake,100,23,33
axg-02597,fake,83,18,24
axg-02598,fake,83,16,19
axg-02599,fake,95,19,30
axg-02600,fake,102,21,26
axg-02601,fake,93,19,23
axg-02602,fake,82,19,21
axg-02603,fake,64,15,26
axg-02604,fake,87,16,32
axg-02605,fake,74,16,21
axg-02606,fake,106,23,32
axg-02607,fake,70,14,21
axg-02608,fake,82,17,25
axg-02609,fake,94,19,27
axg-02610,fake,115,23,33
axg-02611,fake,97,20,26
axg-02612,fake,109,21,37
axg-02613,fake,91,18,27
axg-02614,fake,114,24,30
axg-02615,fake,131,27,36
axg-02616,fake,107,23,30
axg-02617,fake,148,32,50
axg-02618,fake,140,28,37
axg-02619,fake,80,15,26
axg-02620,fake,197,40,55
axg-02621,fake,125,26,35
axg-02622,fake,89,17,25
axg-02623,fake,85,19,25
axg-02624,fake,68,16,21
axg-02625,fake,70,14,19
axg-02626,fake,91,20,26
axg-02627,fake,54,12,17
axg-02628,fake,115,22,36
axg-02629,fake,96,17,25
axg-02630,fake,149,32,38
axg-02631,fake,100,24,29
axg-02632,fake,129,27,37
axg-02633,fake,67,14,18
axg-02634,fake,98,21,32
axg-02635,fake,72,16,23
axg-02636,fake,82,18,29
axg-02637,fake,69,17,24
axg-02638,fake,101,22,28
axg-02639,fake,97,21,29
axg-02640,fake,73,17,23
axg-02641,fake,77,18,26
axg-02642,fake,78,17,29
axg-02643,fake,73,17,22
axg-02644,fake,71,16,26
axg-02645,fake,98,20,30
axg-02646,fake,101,22,28
axg-02647,fake,147,32,43
axg-02648,fake,100,21,30
axg-02649,fake,114,24,38
axg-02650,fake,101,22,26
axg-02651,fake,153,30,47
axg-02652,fake,211,44,59
axg-02653,fake,124,26,36
axg-02654,fake,100,21,37
axg-02655,fake,115,25,34
axg-02656,fake,141,28,37
axg-02657,fake,87,19,28
axg-02658,fake,97,20,29
axg-02659,fake,112,25,34
axg-02660,fake,82,18,26
axg-02661,fake,100,22,30
axg-02662,fake,91,19,30
axg-02663,fake,137,29,36
axg-02664,fake,167,37,50
axg-02665,fake,99,21,32
axg-02666,fake,140,29,40
axg-02667,fake,153,31,52
axg-02668,fake,204,41,58
axg-02669,fake,147,34,45
axg-02670,fake,123,27,44
axg-02671,fake,147,33,41
axg-02672,fake,219,48,57
axg-02673,fake,93,20,26
axg-02674,fake,120,28,40
axg-02675,fake,112,24,33
axg-02676,fake,143,32,47
axg-02677,fake,107,23,30
axg-02678,fake,104,22,32
axg-02679,fake,69,12,23
axg-02680,fake,102,24,38
axg-02681,fake,119,23,42
axg-02682,fake,93,21,30
axg-02683,fake,124,29,37
axg-02684,fake,112,22,28
axg-02685,fake,105,23,32
axg-02686,fake,85,18,26
axg-02687,fake,106,22,30
axg-02688,fake,102,20,38
axg-02689,fake,104,21,38
axg-02690,fake,92,18,35
axg-02691,fake,93,19,26
axg-02692,fake,131,26,34
axg-02693,fake,105,22,33
axg-02694,fake,154,36,49
axg-02695,fake,103,24,34
axg-02696,fake,123,26,36
axg-02697,fake,134,25,32
axg-02698,fake,129,29,37
axg-02699,fake,113,24,33
axg-02700,fake,123,28,36
axg-02701,fake,214,47,59
axg-02702,fake,129,26,37
axg-02703,fake,109,24,31
axg-02704,fake,100,21,32
axg-02705,fake,91,19,31
axg-02706,fake,105,19,34
axg-02707,fake,116,29,36
axg-02708,fake,123,26,35
axg-02709,fake,100,18,35
axg-02710,fake,100,21,35
axg-02711,fake,87,19,24
axg-02712,fake,110,24,34
axg-02713,fake,91,20,32
axg-02714,fake,105,24,30
axg-02715,fake,89,20,29
axg-02716,fake,84,20,28
axg-02717,fake,142,32,41
axg-02718,fake,136,25,35
axg-02719,fake,1930,408,562
axg-02720,fake,3311,687,1038
axg-02721,fake,2540,581,682
axg-02722,fake,2074,477,592
axg-02723,fake,1438,316,414
axg-02724,fake,2452,540,685
axg-02725,fake,1908,426,516
axg-02726,fake,1773,397,520
axg-02727,fake,1872,384,484
axg-02728,fake,2046,440,576
axg-02729,fake,4868,1000,1312
axg-02730,fake,2709,616,797
axg-02731,fake,4798,1049,1364
axg-02732,fake,2159,480,598
axg-02733,fake,3354,758,956
axg-02734,fake,2796,612,760
axg-02735,fake,1568,360,433
axg-02736,fake,4874,1068,1381
axg-02737,fake,2081,465,557
axg-02738,fake,2412,516,635
axg-02739,fake,4652,1010,1256
axg-02740,fake,2127,496,597
axg-02741,fake,1622,363,491
axg-02742,fake,734,158,217
axg-02743,fake,1933,433,559
axg-02744,fake,2625,589,727
axg-02745,fake,1772,396,513
axg-02746,fake,4363,926,1291
axg-02747,fake,1780,389,522
axg-02748,fake,4635,989,1382
axg-02749,fake,1744,384,507
axg-02750,fake,2441,536,677
axg-02751,fake,1291,292,390
axg-02752,fake,1142,260,340
axg-02753,fake,2706,604,740
axg-02754,fake,3697,841,1052
axg-02755,fake,1875,417,516
axg-02756,fake,2069,446,552
axg-02757,fake,1680,379,468
axg-02758,fake,2755,612,778
axg-02759,fake,1004,219,298
axg-02760,fake,2421,533,639
axg-02761,fake,1355,291,385
axg-02762,fake,3291,730,901
axg-02763,fake,1269,281,339
axg-02764,fake,2241,517,627
axg-02765,fake,3734,811,1003
axg-02766,fake,2623,579,726
axg-02767,fake,2727,619,757
axg-02768,fake,1568,354,460
axg-02769,fake,3136,702,844
axg-02770,fake,1097,241,326
axg-02771,fake,2109,462,598
axg-02772,fake,1228,265,328
axg-02773,fake,2911,639,808
axg-02774,fake,1605,361,423
axg-02775,fake,2078,439,588
axg-02776,fake,3934,868,1080
axg-02777,fake,1120,253,331
axg-02778,fake,3325,776,932
axg-02779,fake,2477,555,708
axg-02780,fake,4880,1110,1359
axg-02781,fake,1774,388,517
axg-02782,fake,4640,982,1290
axg-02783,fake,3685,815,1024
axg-02784,fake,3158,731,847
axg-02785,fake,1945,431,530
axg-02786,fake,1951,418,550
axg-02787,fake,3318,735,931
axg-02788,fake,1634,358,466
axg-02789,fake,3453,749,974
axg-02790,fake,2015,422,573
axg-02791,fake,2214,474,616
axg-02792,fake,4830,1034,1329
axg-02793,fake,4927,1079,1368
axg-02794,fake,3353,766,988
axg-02795,fake,1534,318,392
axg-02796,fake,2568,565,691
axg-02797,fake,1903,407,555
axg-02798,fake,987,221,282
axg-02799,fake,3337,770,936
axg-02800,fake,2520,542,690
axg-02801,fake,1710,373,467
axg-02802,fake,2210,483,629
axg-02803,fake,1202,262,360
axg-02804,fake,830,176,236
axg-02805,fake,4787,1088,1376
axg-02806,fake,3467,755,921
axg-02807,fake,2446,526,668
axg-02808,fake,1969,426,518
axg-02809,fake,3468,804,988
axg-02810,fake,2084,450,588
axg-02811,fake,1629,355,470
axg-02812,fake,1529,345,434
axg-02813,fake,4431,1003,1303
axg-02814,fake,4694,1027,1318
axg-02815,fake,4532,1006,1198
axg-02816,fake,1829,412,513
axg-02817,fake,4867,1056,1427
axg-02818,fake,2276,507,622
axg-02819,fake,915,199,257
axg-02820,fake,4677,1006,1205
axg-02821,fake,3098,700,878
